timestamp,channel_1
2025-09-23T18:11:41.187652,1.0014348327269056
2025-09-23T18:11:41.187652,1.0143393209083256
2025-09-23T18:11:41.187652,1.0707371544330007
2025-09-23T18:11:41.187652,1.234260796647329
2025-09-23T18:11:41.187652,1.596708238203037
2025-09-23T18:11:41.187652,2.2645072469232423
2025-09-23T18:11:41.187652,3.3433603092222937
2025-09-23T18:11:41.187652,4.927462567363832
2025-09-23T18:11:41.187652,7.0971848694805795
2025-09-23T18:11:41.187652,9.924589213904701
2025-09-23T18:11:41.187652,13.485095240821577
2025-09-23T18:11:41.187652,17.87624577670289
2025-09-23T18:11:41.187652,23.237425251090947
2025-09-23T18:11:41.187652,29.75414194192408
2025-09-23T18:11:41.187652,37.64036840303841
2025-09-23T18:11:41.187652,47.11151576513021
2025-09-23T18:11:41.187652,58.360876307504086
2025-09-23T18:11:41.187652,71.54570198199666
2025-09-23T18:11:41.187652,86.79187883182793
2025-09-23T18:11:41.187652,104.21523032165621
2025-09-23T18:11:41.187652,123.93651847764399
2025-09-23T18:11:41.187652,146.0757773416061
2025-09-23T18:11:41.187652,170.7352827207122
2025-09-23T18:11:41.187652,197.98327306653155
2025-09-23T18:11:41.187652,227.8433999756018
2025-09-23T18:11:41.187652,260.29201506169204
2025-09-23T18:11:41.187652,295.2633705293193
2025-09-23T18:11:41.187652,332.6619783335073
2025-09-23T18:11:41.187652,372.3795145152267
2025-09-23T18:11:41.187652,414.30756163536165
2025-09-23T18:11:41.187652,458.33662503838923
2025-09-23T18:11:41.187652,504.343573039649
2025-09-23T18:11:41.187652,552.1804129720377
2025-09-23T18:11:41.187652,601.6736243352267
2025-09-23T18:11:41.187652,652.6324272317429
2025-09-23T18:11:41.187652,704.859331276984
2025-09-23T18:11:41.187652,758.1580529397824
2025-09-23T18:11:41.187652,812.3362976176448
2025-09-23T18:11:41.187652,867.202924765423
2025-09-23T18:11:41.187652,922.5620780789606
2025-09-23T18:11:41.187652,978.2080785442816
2025-09-23T18:11:41.187652,1033.9228607833445
2025-09-23T18:11:41.187652,1089.476230889434
2025-09-23T18:11:41.187652,1144.6288440264925
2025-09-23T18:11:41.187652,1199.1381269409665
2025-09-23T18:11:41.187652,1252.7696511022486
2025-09-23T18:11:41.187652,1305.3121390109184
2025-09-23T18:11:41.187652,1356.585554160609
2025-09-23T18:11:41.187652,1406.437703998171
2025-09-23T18:11:41.187652,1454.7362242299355
